ratedistortion sz zfp
2.683773 95.540284 -
3.969737 105.985776 -
5.463049 115.503679 -
7.256479 125.988596 -
8.810970 135.484027 -
10.723719 144.779685 -
12.310536 156.491635 -
13.009674 - -
13.096081 - -
13.842312 - -
15.160349 - -
8.134973 - 114.610998
10.072741 - 126.453755
11.054756 - 132.393477
13.030479 - 143.950453
15.019773 - 158.112523
17.019812 - 187.462009
18.019901 - -
18.594232 - -
18.594232 - -
18.594232 - -
18.594232 - -
